Filename,Author,Gender,Title,Date,URL,URL(text-only)
neh-dsmith-dsmith.xml,David  Smith,m,"Biography of Rev. David Smith of the A. M. E. Church; Being a Complete History, Embracing over Sixty Years' Labor in the Advancement of the Redeemer's Kingdom on Earth. Including ""The History of the Origin and Development of Wilberforce University.""",1881,http://docsouth.unc.edu/neh/dsmith/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/neh-dsmith-dsmith.txt
fpn-davisr-davis.xml,Rebecca Harding Davis,f,Bits of Gossip,1904,http://docsouth.unc.edu/fpn/davisr/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-davisr-davis.txt
fpn-hughest-hughes.xml,Thomas  Hughes,m,"A Boy's Experience in the Civil War, 1860-1865",1904,http://docsouth.unc.edu/fpn/hughest/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-hughest-hughes.txt
fpn-ferebee-ferebee.xml,L. R. Ferebee,m,"A Brief History of the Slave Life of Rev. L. R. Ferebee, and the Battles of Life, and Four Years of His Ministerial Life. Written from Memory. To 1882",1882,http://docsouth.unc.edu/fpn/ferebee/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-ferebee-ferebee.txt
fpn-bagby-bagby.xml,George William Bagby,m,Canal Reminiscences: Recollections of Travel in the Old Days on the James River &amp; Kanawha Canal,1879,http://docsouth.unc.edu/fpn/bagby/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-bagby-bagby.txt
fpn-dawson-dawson.xml,Sarah Morgan Dawson,f,A Confederate Girl's Diary,1913,http://docsouth.unc.edu/fpn/dawson/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-dawson-dawson.txt
fpn-felton-felton.xml,Rebecca Latimer Felton,f,Country Life in Georgia in the Days of My Youth,1919,http://docsouth.unc.edu/fpn/felton/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-felton-felton.txt
fpn-taylor-taylor.xml,Richard  Taylor,m,Destruction and Reconstruction: Personal Experiences of the Late War,1879,http://docsouth.unc.edu/fpn/taylor/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-taylor-taylor.txt
southlit-chesnut-maryches.xml,Mary Boykin Miller Chesnut,f,"A Diary from Dixie, as Written by Mary Boykin Chesnut, Wife of James Chesnut, Jr., United States Senator from South Carolina, 1859-1861, and Afterward an Aide to Jefferson Davis and a Brigadier-General in the Confederate Army",1905,http://docsouth.unc.edu/southlit/chesnut/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/southlit-chesnut-maryches.txt
fpn-fearn-fearn.xml,Frances Hewitt Fearn,m,Diary of a Refugee,1910,http://docsouth.unc.edu/fpn/fearn/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-fearn-fearn.txt
fpn-leon-leon.xml,L.  Leon,m,Diary of a Tar Heel Confederate Soldier,1913,http://docsouth.unc.edu/fpn/leon/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-leon-leon.txt
fpn-malone-malone.xml,Bartlett Yancey Malone,m,The Diary of Bartlett Yancey Malone,1919,http://docsouth.unc.edu/fpn/malone/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-malone-malone.txt
fpn-edmondson-edmondson.xml,Belle  Edmondson,f,"Diary of Belle Edmondson, January - November, 1864",,http://docsouth.unc.edu/fpn/edmondson/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-edmondson-edmondson.txt
fpn-wrightmarcus-wright.xml,Marcus Joseph Wright,m,"Diary of Brigadier-General Marcus J. Wright, C.S.A.: April 23, 1861 - February 26, 1863",1935,http://docsouth.unc.edu/fpn/wrightmarcus/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-wrightmarcus-wright.txt
fpn-leconteemma-leconte.xml,Emma Florence LeConte,f,"Diary, 1864-1865: (Transcript)",,http://docsouth.unc.edu/fpn/leconteemma/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-leconteemma-leconte.txt
fpn-wise-wise.xml,John S. Wise,m,The End of an Era,1899,http://docsouth.unc.edu/fpn/wise/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-wise-wise.txt
neh-jonestom-jones.xml,Thomas H. Jones,m,"Experience and Personal Narrative of Uncle Tom Jones; Who Was for Forty Years a Slave. Also the Surprising Adventures of Wild Tom, of the Island Retreat, a Fugitive Negro from South Carolina",1855,http://docsouth.unc.edu/neh/jonestom/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/neh-jonestom-jones.txt
fpn-betts-betts.xml,A. D. Betts,m,"Experience of a Confederate Chaplain, 1861-1864",1905,http://docsouth.unc.edu/fpn/betts/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-betts-betts.txt
fpn-jackson-jackson.xml,John Andrew Jackson,m,The Experience of a Slave in South Carolina,1862,http://docsouth.unc.edu/fpn/jackson/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-jackson-jackson.txt
nc-jones85-jones85.xml,Thomas H. Jones,m,"The Experience of Rev. Thomas H. Jones, Who Was a Slave for Forty-Three Years. Written by a Friend, as Related to Him by Brother Jones",1885,http://docsouth.unc.edu/nc/jones85/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/nc-jones85-jones85.txt
fpn-jones-jones.xml,Thomas H. Jones,m,"The Experience of Thomas H. Jones, who was a Slave for Forty-Three Years",1862,http://docsouth.unc.edu/fpn/jones/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-jones-jones.txt
fpn-grimes-grimes.xml,Bryan  Grimes,m,"Extracts of Letters of Major-Gen'l Bryan Grimes to His Wife: Written While in Active Service in the Army of Northern Virginia: Together with Some Personal Recollections of the War, Written by Him After its Close, etc.",1883,http://docsouth.unc.edu/fpn/grimes/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-grimes-grimes.txt
fpn-dupre-dupre.xml,Louis J. Dupr&#xe9;,m,Fagots from the Campfire,1881,http://docsouth.unc.edu/fpn/dupre/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-dupre-dupre.txt
fpn-blackford-blackford.xml,John  Blackford,m,"Ferry Hill Plantation Journal: January 4, 1838 - January 15, 1839",1961,http://docsouth.unc.edu/fpn/blackford/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-blackford-blackford.txt
fpn-ball-ball.xml,Charles  Ball,m,"Fifty Years in Chains, or, The Life of an American Slave",1859,http://docsouth.unc.edu/fpn/ball/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-ball-ball.txt
fpn-moton-moton.xml,Robert Russa Moton,m,Finding a Way Out: An Autobiography,1921,http://docsouth.unc.edu/fpn/moton/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-moton-moton.txt
fpn-battle-lee.xml,Laura Elizabeth Lee Battle,f,"Forget-me-nots of the Civil War; A Romance, Containing Reminiscences and Original Letters of Two Confederate Soldiers",1909,http://docsouth.unc.edu/fpn/battle/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-battle-lee.txt
fpn-stiles-stiles.xml,Robert  Stiles,m,Four Years under Marse Robert,1904,http://docsouth.unc.edu/fpn/stiles/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-stiles-stiles.txt
fpn-ripleyflag-ripley.xml,Eliza Moore Chinn McHatten Ripley,f,"From Flag to Flag: A Woman's Adventures and Experiences in the South During the War, in Mexico, and in Cuba",1888,http://docsouth.unc.edu/fpn/ripleyflag/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-ripleyflag-ripley.txt
fpn-robinson-robinson.xml,William H. Robinson,m,"From Log Cabin to the Pulpit, or, Fifteen Years in Slavery",1913,http://docsouth.unc.edu/fpn/robinson/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-robinson-robinson.txt
fpn-burwell-burwell.xml,Letitia M. Burwell,f,A Girl's Life in Virginia Before the War,1895,http://docsouth.unc.edu/fpn/burwell/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-burwell-burwell.txt
fpn-bryan-bryan.xml,Mary Norcott Bryan,f,A Grandmother's Recollections of Dixie,1912,http://docsouth.unc.edu/fpn/bryan/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-bryan-bryan.txt
fpn-pickett-pickett.xml,George E. Pickett,m,The Heart of a Soldier: As Revealed in the Intimate Letters of Genl. George E. Pickett C.S.A.,1913,http://docsouth.unc.edu/fpn/pickett/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-pickett-pickett.txt
fpn-pickens-pickens.xml,William  Pickens,m,The Heir of Slaves: An Autobiography,1911,http://docsouth.unc.edu/fpn/pickens/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-pickens-pickens.txt
fpn-whitaker-whitaker.xml,Fess  Whitaker,m,History of Corporal Fess Whitaker,1918,http://docsouth.unc.edu/fpn/whitaker/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-whitaker-whitaker.txt
fpn-robson-robson.xml,John S. Robson,m,"How a One-Legged Rebel Lives: Reminiscences of the Civil War: The Story of the Campaigns of Stonewall Jackson, as Told by a High Private in the ""Foot Cavalry"": From Alleghany Mountain to Chancellorsville: With the Complete Regimental Rosters of Both the Great Armies at Gettysburg",1898,http://docsouth.unc.edu/fpn/robson/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-robson-robson.txt
fpn-morgan-morgan.xml,Irby  Morgan,f,How It Was: Four Years Among the Rebels,1892,http://docsouth.unc.edu/fpn/morgan/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-morgan-morgan.txt
fpn-mcleary-mcleary.xml,A. C. McLeary,m,Humorous Incidents of the Civil War,1902,http://docsouth.unc.edu/fpn/mcleary/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-mcleary-mcleary.txt
fpn-jacobs-jacobs.xml,Harriet A. Jacobs,f,Incidents in the Life of a Slave Girl. Written by Herself,1861,http://docsouth.unc.edu/fpn/jacobs/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-jacobs-jacobs.txt
fpn-grimball-grimball.xml,Margaret Ann Meta Morris Grimball,f,"Journal of Meta Morris Grimball: South Carolina, December 1860-February 1866",,http://docsouth.unc.edu/fpn/grimball/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-grimball-grimball.txt
fpn-ward-ward.xml,Dallas T. Ward,m,The Last Flag of Truce,1915,http://docsouth.unc.edu/fpn/ward/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-ward-ward.txt
fpn-early-early.xml,Jubal Anderson Early,m,Lieutenant General Jubal Anderson Early C.S.A.: Autobiographical Sketch and Narrative of the War between the States,1912,http://docsouth.unc.edu/fpn/early/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-early-early.txt
fpn-macon-macon.xml,Thomas Joseph Macon,m,Life Gleanings,1913,http://docsouth.unc.edu/fpn/macon/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-macon-macon.txt
fpn-ford-ford.xml,Arthur Peronneau Ford,m,Life in the Confederate Army: Being Personal Experiences of a Private Soldier in the Confederate Army ; and Some Experiences and Sketches of Southern Life,1905,http://docsouth.unc.edu/fpn/ford/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-ford-ford.txt
fpn-hortonlife-horton.xml,George Moses Horton,m,"Life of George M. Horton. The Colored Bard of North Carolina from ""The Poetical Works of George M. Horton, the Colored Bard of North Carolina, to which is Prefixed the Life of the Author, written by himself.""",1845,http://docsouth.unc.edu/fpn/hortonlife/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-hortonlife-horton.txt
fpn-mason-mason.xml,Isaac  Mason,m,Life of Isaac Mason as a Slave,1893,http://docsouth.unc.edu/fpn/mason/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-mason-mason.txt
fpn-compton-compton.xml,Lucius B. Compton,m,"Life of Lucius B. Compton, the Mountain Evangelist, or, From the Depths of Sin to the Heights of Holiness",1903,http://docsouth.unc.edu/fpn/compton/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-compton-compton.txt
fpn-harland-harland.xml,Marion  Harland,f,Marion Harland's Autobiography: The Story of a Long Life,1910,http://docsouth.unc.edu/fpn/harland/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-harland-harland.txt
fpn-watterson1-watterson1.xml,Henry  Watterson,m,Marse Henry: An Autobiography. Volume I,1919,http://docsouth.unc.edu/fpn/watterson1/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-watterson1-watterson1.txt
fpn-watterson2-watterson2.xml,Henry  Watterson,m,Marse Henry: An Autobiography. Volume II,1919,http://docsouth.unc.edu/fpn/watterson2/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-watterson2-watterson2.txt
fpn-paxton-paxton.xml,Elisha Franklin Paxton,m,"Memoir and Memorials: Elisha Franklin Paxton, Brigadier-General, C.S.A.; Composed of his Letters from Camp and Field While an Officer in the Confederate Army, with an Introductory and Connecting Narrative Collected and Arranged by his Son, John Gallatin Paxton",1907,http://docsouth.unc.edu/fpn/paxton/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-paxton-paxton.txt
fpn-branch-branch.xml,Mary Polk Branch,f,"Memoirs of a Southern Woman ""Within the Lines,"" and a Genealogical Record",1912,http://docsouth.unc.edu/fpn/branch/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-branch-branch.txt
fpn-thomas-thomas.xml,Edward J. Thomas,m,"Memoirs of a Southerner, 1840-1923",1923,http://docsouth.unc.edu/fpn/thomas/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-thomas-thomas.txt
fpn-mosby-mosby.xml,John Singleton Mosby,m,The Memoirs of Colonel John S. Mosby,1917,http://docsouth.unc.edu/fpn/mosby/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-mosby-mosby.txt
fpn-janney-janney.xml,Samuel M. Janney,m,"Memoirs of Samuel M. Janney: Late of Lincoln, Loudoun County, Va.: A Minister in the Religious Society of Friends",1881,http://docsouth.unc.edu/fpn/janney/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-janney-janney.txt
fpn-holden-holden.xml,W. W. Holden,m,Memoirs of W. W. Holden,1911,http://docsouth.unc.edu/fpn/holden/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-holden-holden.txt
fpn-smedes-smedes.xml,Susan Dabney Smedes,f,Memorials of a Southern Planter,1887,http://docsouth.unc.edu/fpn/smedes/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-smedes-smedes.txt
fpn-burton-burton.xml,Annie L. Burton,f,Memories of Childhood's Slavery Days,1909,http://docsouth.unc.edu/fpn/burton/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-burton-burton.txt
fpn-boggs-boggs.xml,William Robertson Boggs,m,"Military Reminiscences of Gen. Wm. R. Boggs, C.S.A.",1913,http://docsouth.unc.edu/fpn/boggs/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-boggs-boggs.txt
fpn-negnurse-negnurse.xml,  A Negro Nurse,f,More Slavery at the South,1912,http://docsouth.unc.edu/fpn/negnurse/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-negnurse-negnurse.txt
fpn-stone-stone.xml,Henry Lane Stone,m,"""Morgan's Men:"" A Narrative of Personal Experiences",1919,http://docsouth.unc.edu/fpn/stone/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-stone-stone.txt
fpn-oconnor-oconnor.xml,T. P. O'Connor,m,My Beloved South,1914,http://docsouth.unc.edu/fpn/oconnor/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-oconnor-oconnor.txt
fpn-pryor-pryor.xml,Sara Agnes Rice Pryor,f,My Day: Reminiscences of a Long Life,1909,http://docsouth.unc.edu/fpn/pryor/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-pryor-pryor.txt
fpn-greenhow-greenhow.xml,Rose O'Neal Greenhow,f,My Imprisonment and the First Year of Abolition Rule at Washington,1863,http://docsouth.unc.edu/fpn/greenhow/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-greenhow-greenhow.txt
fpn-washeducation-washing.xml,Booker T. Washington,m,My Larger Education: Being Chapters from My Experience,1911,http://docsouth.unc.edu/fpn/washeducation/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-washeducation-washing.txt
fpn-balch-balch.xml,T. B. Balch,m,"My Manse During the War: A Decade of Letters to the Rev. J. Thomas Murray, Editor of the Methodist Protestant",1866,http://docsouth.unc.edu/fpn/balch/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-balch-balch.txt
fpn-beard-beard.xml,Ida M. Beard,f,"My Own Life, or, A Deserted Wife",1898,http://docsouth.unc.edu/fpn/beard/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-beard-beard.txt
fpn-veney-veney.xml,Bethany  Veney,f,The Narrative of Bethany Veney: A Slave Woman,1889,http://docsouth.unc.edu/fpn/veney/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-veney-veney.txt
fpn-williams-williams.xml,James  Williams,m,"Narrative of James Williams, an American Slave, Who Was for Several Years a Driver on a Cotton Plantation in Alabama",1838,http://docsouth.unc.edu/fpn/williams/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-williams-williams.txt
fpn-shepherd-shepherd.xml,Henry E. Shepherd,m,"Narrative of Prison Life at Baltimore and Johnson's Island, Ohio",1917,http://docsouth.unc.edu/fpn/shepherd/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-shepherd-shepherd.txt
neh-roper-roper.xml,Moses  Roper,m,"Narrative of the Adventures and Escape of Moses Roper, from American Slavery. With an Appendix, Containing a List of Places Visited by the Author in Great Britain and Ireland and the British Isles; and Other Matter",1848,http://docsouth.unc.edu/neh/roper/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/neh-roper-roper.txt
fpn-roper-roper.xml,Moses  Roper,m,"A Narrative of the Adventures and Escape of Moses Roper, from American Slavery",1838,http://docsouth.unc.edu/fpn/roper/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-roper-roper.txt
fpn-grandy-grandy.xml,Moses  Grandy,m,"Narrative of the Life of Moses Grandy, Late a Slave in the United States of America",1843,http://docsouth.unc.edu/fpn/grandy/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-grandy-grandy.txt
fpn-brownw-brown.xml,William Wells Brown,m,"Narrative of William W. Brown, an American Slave. Written by Himself",1849,http://docsouth.unc.edu/fpn/brownw/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-brownw-brown.txt
fpn-bruce-bruce.xml,Henry Clay Bruce,m,"The New Man: Twenty-Nine Years a Slave,Twenty-Nine Years a Free Man",1895,http://docsouth.unc.edu/fpn/bruce/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-bruce-bruce.txt
fpn-negpeon-negpeon.xml,  A Georgia Negro Peon,m,The New Slavery in the South--An Autobiography,1904,http://docsouth.unc.edu/fpn/negpeon/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-negpeon-negpeon.txt
fpn-lomax-lomax.xml,Virginia  Lomax,f,The Old Capitol and its Inmates,1867,http://docsouth.unc.edu/fpn/lomax/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-lomax-lomax.txt
fpn-desaussure-desaussure.xml,N. B. De Saussure,f,Old Plantation Days: Being Recollections of Southern Life Before the Civil War,1909,http://docsouth.unc.edu/fpn/desaussure/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-desaussure-desaussure.txt
fpn-avirett-avirett.xml,James B. Avirett,m,The Old Plantation: How We Lived in Great House and Cabin Before the War,1901,http://docsouth.unc.edu/fpn/avirett/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-avirett-avirett.txt
fpn-hamill-hamill.xml,H. M. Hamill,m,"The Old South, a Monograph",1904,http://docsouth.unc.edu/fpn/hamill/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-hamill-hamill.txt
fpn-merrick-merrick.xml,Caroline Elizabeth Thomas Merrick,f,Old Times in Dixie Land: a Southern Matron's Memories,1901,http://docsouth.unc.edu/fpn/merrick/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-merrick-merrick.txt
fpn-clinkscales-clinksc.xml,J. G. Clinkscales,m,On the Old Plantation: Reminiscences of His Childhood,1916,http://docsouth.unc.edu/fpn/clinkscales/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-clinkscales-clinksc.txt
fpn-worsham-worsham.xml,John H. Worsham,m,"One of Jackson's Foot Cavalry: His Experience and what He Saw During the War 1861-1865, Including a History of ""F Company,"" Richmond, Va., 21st Regiment Virginia Infantry, Second Brigade, Jackson's Division, Second Corps, A. N. Va.",1912,http://docsouth.unc.edu/fpn/worsham/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-worsham-worsham.txt
fpn-olive-olive.xml,Johnson  Olive,m,"One of the Wonders of the Age, or, The Life and Times of Rev. Johnson Olive, Wake County, North Carolina",1886,http://docsouth.unc.edu/fpn/olive/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-olive-olive.txt
fpn-mallard-mallard.xml,R. Q. Mallard,m,Plantation Life before Emancipation,1892,http://docsouth.unc.edu/fpn/mallard/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-mallard-mallard.txt
fpn-brownd-dbrown.xml,David  Brown,m,"The Planter, or, Thirteen Years in the South by a Northern Man",1853,http://docsouth.unc.edu/fpn/brownd/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-brownd-dbrown.txt
fpn-hortonpoem-hortonpoem.xml,George Moses Horton,m,"The Poetical Works of George M. Horton: The Colored Bard of North Carolina: To Which is Prefixed the Life of the Author, Written by Himself",1845,http://docsouth.unc.edu/fpn/hortonpoem/menu.html,http://docsouth.unc.edu/full-text/first-person-narratives-american-south/data/texts/fpn-hortonpoem-hortonpoem.txt
